Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Quantico,(2015–2018),"Animation,Action,Adventure","Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry. Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina.","https://m.media-amazon.com/images/M/MV5BYTFmMDJkZTUtYTA0Mi00ZTQyLWFmNGMtNjA5MmYzMGRhZDhiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",14831458,https://www.imdb.com/title/tt14831458/,-,Not Rated,"31,604",7.4,Posters/14831458.jpg
Chip 'n Dale: Rescue Rangers,(2022),"Action,Adventure,Comedy",A fictionalized account of the life of the martial arts superstar.,"https://m.media-amazon.com/images/M/MV5BMjA1MTQxNzAtM2MyOC00NDBhLWFlNmEtOWZlM2E5MjNlODU2XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",106770,https://www.imdb.com/title/tt0106770/,120 min,UA 16+,"15,048",7.2,Posters/106770.jpg
Tiny Tina's Wonderlands,(2022 Video Game),"Action,Biography,Drama",A recently engaged man sees a former lover and becomes obsessed with meeting her again.,"https://m.media-amazon.com/images/M/MV5BODBlMzM2ODktMzQ4OS00ZWY4LWI1YzgtNTk3MWM5ZDk0OGMzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",115561,https://www.imdb.com/title/tt0115561/,116 min,U,"23,043",6.5,Posters/115561.jpg
Dragon: The Bruce Lee Story,(1993),"Drama,Mystery,Romance",A woman finds herself locked in a series of strange tunnels full of deadly traps.,"https://m.media-amazon.com/images/M/MV5BNmQ3OWQ4MDYtNmVmZC00ODM2LWFjOGItNmQzMTlmNTFjOWUwXkEyXkFqcGdeQXVyMTk4MDMyOTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5752192,https://www.imdb.com/title/tt5752192/,90 min,UA 13+,"142,322",5.1,Posters/5752192.jpg
Meander,(2020),"Action,Adventure,Comedy","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","https://m.media-amazon.com/images/M/MV5BNTdmNmI4MzQtZTAzNS00MjhjLWEzOGQtZjI1NDNjZjk4N2JjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UX280_CR0,3,280,414_.jpg",3794354,https://www.imdb.com/title/tt3794354/,99 min,R,"4,313",7.4,Posters/3794354.jpg
Sonic the Hedgehog,(2020),Comedy,"Collections of short cartoons hosted by Mickey and his Disney pals at his club, The House of Mouse.","https://m.media-amazon.com/images/M/MV5BOWQwYjBlMGYtNTIwYS00ZTkyLTk1YzQtYTNmYTFhNjdhOThhXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",272388,https://www.imdb.com/title/tt0272388/,30 min,R,"4,101",6.4,Posters/272388.jpg
Blockbuster,(2022),"Action,Crime,Drama","While on probation, a man begins to re-evaluate his relationship with his volatile best friend.","https://m.media-amazon.com/images/M/MV5BNjgwYTQ4YmEtOTcwYy00NjBlLWI0ZjYtNDM0YmI1OGM0MWY0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX280_CR0,3,280,414_.jpg",7242142,https://www.imdb.com/title/tt7242142/,95 min,UA,"10,901",5.9,Posters/7242142.jpg
Blindspotting,(2018),"Comedy,Crime,Drama","Two teenage boys in Scotland in 1994, best friends with no control over their lives, risk everything to attend an illegal rave, hoping for the best night of their boring lives.","https://m.media-amazon.com/images/M/MV5BNmNlNjgxNGQtNzM0My00MzEwLTk4NTktMzI1OTYwM2JjYzE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",107889,https://www.imdb.com/title/tt0107889/,112 min,PG-13,"59,053",5.7,Posters/107889.jpg
The Real World,(1992– ),"Drama,Reality-TV","Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.","https://m.media-amazon.com/images/M/MV5BMmVkNjVjZTQtNTczYS00ODk5LWFkNjItYjNlMDc5ZjMyYTQwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3949660,https://www.imdb.com/title/tt3949660/,112 min,R,"14,058",5.8,Posters/3949660.jpg
Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),"Action,Adventure,Comedy",Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,"https://m.media-amazon.com/images/M/MV5BNTYxNzk5NzM3OV5BMl5BanBnXkFtZTgwMjEzOTc4MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",2417712,https://www.imdb.com/title/tt2417712/,-,UA,"1,064,700",7.9,Posters/2417712.jpg
Crank,(2006),"Action,Crime,Thriller",You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,"https://m.media-amazon.com/images/M/MV5BZjI1MTBmY2EtMmQwYS00OTdiLTk4ZDYtMjcwNjI0YWI2ZDJlXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",22307422,https://www.imdb.com/title/tt22307422/,126 min,18,"88,211",8.3,Posters/22307422.jpg
Goon: Last of the Enforcers,(2017),"Comedy,Sport",Can a Hanukkah miracle keep fresh couple Molly and Jacob together after they realize that they are actually competing delicatessen owners?,"https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",371746,https://www.imdb.com/title/tt0371746/,22 min,A,"252,410",6.9,Posters/371746.jpg
Hanukkah on Rye,(2022 TV Movie),"Comedy,Drama,Family","The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the town of Orson, Indiana.","https://m.media-amazon.com/images/M/MV5BZWQxZTUxZGQtOWQxZS00MWYxLWJiNTQtZmI0YWNhOTJmZjkwXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",2249007,https://www.imdb.com/title/tt2249007/,328 min,R,"37,505",7.1,Posters/2249007.jpg
The Middle,(2009–2018),"Comedy,Family","Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family.","https://m.media-amazon.com/images/M/MV5BOTI5Y2M3NmQtNDg5ZC00OTQ0LWEzOGYtMjM4Zjg0YzY0M2I0XkEyXkFqcGdeQXVyNjkwNzEwMzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",1869454,https://www.imdb.com/title/tt1869454/,88 min,PG-13,"95,721",6.5,Posters/1869454.jpg
Inspector George Gently,(2007–2017),"Crime,Drama,Mystery","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.","https://m.media-amazon.com/images/M/MV5BYzRjYzA5NTQtOTE3MC00OTYzLWEzODItMzQxYWE1NDJkMDA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8580274,https://www.imdb.com/title/tt8580274/,123 min,Not Rated,"2,128",8.2,Posters/8580274.jpg
Eurovision Song Contest: The Story of Fire Saga,(2020),"Comedy,Musical","A quiet, seemingly-quaint small town is ruled over by its charming yet evil sheriff who uses his demonic powers to remove anyone who dares to stand in his way. The only one he fears is a young boy he fathered through rape.","https://m.media-amazon.com/images/M/MV5BMTk0MzE1ODUwNl5BMl5BanBnXkFtZTcwOTI0NzE4OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2222848,https://www.imdb.com/title/tt2222848/,45 min,PG-13,"19,213",7.6,Posters/2222848.jpg
Killing Ground,(2016),"Horror,Thriller",Two early thirties best friends live together while having completely different personalities. While their girlfriends try to help them take on more responsibilities the boys seldom respond well and usually end up drinking together.,"https://m.media-amazon.com/images/M/MV5BZmI4ZDNmZTUtMjE2ZS00YjRjLWExMGEtODUyZTE3NDMzZjY0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",2739708,https://www.imdb.com/title/tt2739708/,-,R,"4,176",6.7,Posters/2739708.jpg
Perfect Harmony,(2022 TV Movie),"Comedy,Romance","Add a Plot
","https://m.media-amazon.com/images/M/MV5BNzlkOWY1MzItNTI5ZC00N2VjLTgyODEtNzZhNTMzMzhjOTUwXkEyXkFqcGdeQXVyMTA4Mzc4NjY3._V1_QL75_UX280_CR0,3,280,414_.jpg",26224444,https://www.imdb.com/title/tt26224444/,-,PG-13,"26,674",5.6,Posters/26224444.jpg
Slave Market,(2023– ),Drama,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and opens the door to the spirit world ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYmRlNDBjNGMtZDMzNy00YzE4LTlhNzYtYTI2YjU2NzVmZDQzXkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",10638522,https://www.imdb.com/title/tt10638522/,94 min,R,"17,729",6.9,Posters/10638522.jpg
The Toll,(2005– ),Comedy,A 14-year-old receives ghost powers and uses them to save the world.,"https://m.media-amazon.com/images/M/MV5BMGFlYmIzNWQtNmU5Zi00NjA4LWFhMTYtY2U2NzQ0MmYyNmMzXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",366005,https://www.imdb.com/title/tt0366005/,30 min,A,"64,519",7.6,Posters/366005.jpg
Wild 'N Out,(2011),"Drama,Romance",Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,"https://m.media-amazon.com/images/M/MV5BMTUyMTI5MTY5MV5BMl5BanBnXkFtZTcwNzAyOTMwMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1210042,https://www.imdb.com/title/tt1210042/,132 min,U,"19,541",5.8,Posters/1210042.jpg
The Art of Getting By,(2003–2007),"Animation,Action,Adventure",A Mossad agent embarks on her first mission as a computer hacker in her home town of Tehran.,"https://m.media-amazon.com/images/M/MV5BNWUxYWY1YTctYjVmMi00MmJiLWE3NzktZmM4YzliOGE1ZmE2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10577736,https://www.imdb.com/title/tt10577736/,45 min,UA,"15,607",6.8,Posters/10577736.jpg
Brooklyn's Finest,(1991),"Comedy,Romance",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,"https://m.media-amazon.com/images/M/MV5BZDNjYmY1ZDEtM2I3YS00MDhmLTk5NDYtYzU5MTA4ZjIyYzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",227445,https://www.imdb.com/title/tt0227445/,124 min,UA,"1,950",5.1,Posters/227445.jpg
In the Heights,(2021),"Drama,Horror,Thriller",A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,"https://m.media-amazon.com/images/M/MV5BNTg4YjQyMDAtZWFiYi00OTMzLWJiYTgtMzRiNWMzMTAzMDQ0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",9134216,https://www.imdb.com/title/tt9134216/,96 min,A,"6,148",7.6,Posters/9134216.jpg
Playing with Fire,(I) (2019),"Comedy,Family","Follow the man behind the magic as he finds fame, engages in espionage, battles spiritualists and encounters the greatest names of the era, from U.S. presidents to Sir Arthur Conan Doyle and Grigori Rasputin.","https://m.media-amazon.com/images/M/MV5BYzdmMjI3YzEtYzI4Ny00M2IwLThjYjYtOWJiNzMwNzliOTY2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3132738,https://www.imdb.com/title/tt3132738/,174 min,UA,"207,001",6.2,Posters/3132738.jpg
Houdini,(2014),"Biography,Drama","At Padua High, newcomers Kat and Bianca Stratford attempt to navigate the popular crowd.","https://m.media-amazon.com/images/M/MV5BYWYzMTQ1NjMtNDlmNy00NGFiLWJhMzEtYjdjZDAyMjc0YjQ3XkEyXkFqcGdeQXVyNDEwMzM3MTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",1321805,https://www.imdb.com/title/tt1321805/,30 min,18,"133,767",7.7,Posters/1321805.jpg
10 Things I Hate About You,(2009–2010),Comedy,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"https://m.media-amazon.com/images/M/MV5BY2UyNDM1ZmUtM2E4Mi00ZDEzLWFhMTEtOGVlYjQ2NDZiYjg3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1899353,https://www.imdb.com/title/tt1899353/,101 min,R,"45,552",6.7,Posters/1899353.jpg
The Really Loud House,(2022– ),"Comedy,Family","A psychological thriller which takes listeners on a ""new journey deep into the mind of Bruce Wayne."" Listeners are introduced to a Batman who is a forensic pathologist in his civilian life,...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYWI0ODI0YmUtZGNjMy00OGY5LTlkNzItNTAwNTA0ZWVmYmUwXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",15124208,https://www.imdb.com/title/tt15124208/,-,R,"153,024",5.9,Posters/15124208.jpg
Batman Unburied,(2022 Podcast Series),"Adventure,Crime,Fantasy","In order to defeat the wicked Grand Duke of Owls, a young boy, transformed into a cat, teams up with a group of barnyard animals to find the rooster who can raise the sun.","https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",102802,https://www.imdb.com/title/tt0102802/,74 min,U,"90,977",5.3,Posters/102802.jpg
Foster's Home for Imaginary Friends,(2004–2009),"Animation,Adventure,Comedy","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.","https://m.media-amazon.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_QL75_UX280_CR0,3,280,414_.jpg",890870,https://www.imdb.com/title/tt0890870/,93 min,PG-13,"59,553",6.5,Posters/890870.jpg
Saw IV,(2007),"Crime,Horror,Mystery","An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.","https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",119137,https://www.imdb.com/title/tt0119137/,93 min,UA,"62,874",7.3,Posters/119137.jpg
Flubber,(1997),"Comedy,Family,Sci-Fi","The murder of a young actress starts an investigation that uncovers on-screen tensions, a complex private life, controversial memoirs, and suspected abuse.","https://m.media-amazon.com/images/M/MV5BNDg4ZTc2MzAtZjM0YS00ZjljLWIxMzUtMWEwMjM0M2M0NThkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",1247637,https://www.imdb.com/title/tt1247637/,-,13,"6,166",8.3,Posters/1247637.jpg
DC Batman: The Audio Adventures,(2021 Podcast Series),"Comedy,Crime,Fantasy",A follow-up to the film Iron Sky (2012) in which Nazis plan to take over the world after lying dormant in a secret military base on the moon.,"https://m.media-amazon.com/images/M/MV5BZDVhNDQxYzktMjUyMS00Njk0LWJjMDAtZWM3M2ZkZGI1M2Q2XkEyXkFqcGdeQXVyOTc0NjcxNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",3038708,https://www.imdb.com/title/tt3038708/,83 min,U,"47,401",6.6,Posters/3038708.jpg
Iron Sky: The Coming Race,(2019),"Action,Adventure,Comedy","George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.","https://m.media-amazon.com/images/M/MV5BNDg3NzE5MjU3MV5BMl5BanBnXkFtZTcwNjY1NTgxNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1645080,https://www.imdb.com/title/tt1645080/,186 min,G,"42,602",6.5,Posters/1645080.jpg
Ghajini,(2008),"Action,Drama,Mystery",A short-term memory loss patient sets out on his journey to avenge the death of his beloved girl.,"https://m.media-amazon.com/images/M/MV5BMjU4N2ZlYTktNTFlNy00OGZmLWEwZWQtZDllMjk1MzhiZDEzXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1166100,https://www.imdb.com/title/tt1166100/,24 min,R,"15,093",6.2,Posters/1166100.jpg
Noragami,(2014–2015),"Animation,Action,Adventure","A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.","https://m.media-amazon.com/images/M/MV5BMjY1MjU5MjQtZWFiNi00MjE0LTk1ZTktY2RhNzc1OWQ1M2FjXkEyXkFqcGdeQXVyNTk5NTQ1NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",3225270,https://www.imdb.com/title/tt3225270/,105 min,UA 16+,"7,900",7.3,Posters/3225270.jpg
The Odd Life of Timothy Green,(2012),"Comedy,Drama,Family","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.","https://m.media-amazon.com/images/M/MV5BOTNkYjM1YTAtYTFiOC00ZDY2LWI5ZDYtODEwZDM4ZDljNDgwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1462769,https://www.imdb.com/title/tt1462769/,139 min,UA,"48,109",7.2,Posters/1462769.jpg
Get on Up,(2014),"Biography,Drama,Music",A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,"https://m.media-amazon.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2473602,https://www.imdb.com/title/tt2473602/,77 min,UA 16+,"63,741",7.7,Posters/2473602.jpg
The Lion King 1½,(2004 Video),"Animation,Adventure,Comedy",Timon the meerkat and Pumbaa the warthog retell the story of The Lion King (1994) from their own perspective.,"https://m.media-amazon.com/images/M/MV5BOGZiMDQ1YTQtMGVlOC00OTJiLWFkYzMtYjdiYmY0NWM5YzVjXkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",318403,https://www.imdb.com/title/tt0318403/,111 min,18,"5,078",7.8,Posters/318403.jpg
The Hummingbird Project,(2018),"Drama,Thriller",A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,"https://m.media-amazon.com/images/M/MV5BMTA2MDM2OTMzODNeQTJeQWpwZ15BbWU4MDgxNjExMjcz._V1_QL75_UX280_CR0,3,280,414_.jpg",6866224,https://www.imdb.com/title/tt6866224/,94 min,UA 16+,"221,575",8.2,Posters/6866224.jpg
Acapulco,(2021– ),Comedy,A young Mexican man's dream comes true when he gets the job of a lifetime at the hottest resort in Acapulco. But he soon realizes the job is far more complicated than he ever imagined.,"https://m.media-amazon.com/images/M/MV5BNzAxZTRmNzAtOWVhOS00NTYzLTlkYWItOWRmMTNhZTZiZjc0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",13567344,https://www.imdb.com/title/tt13567344/,118 min,PG-13,"25,132",6.9,Posters/13567344.jpg
Persona 4 Golden,(2012 Video Game),"Action,Adventure,Comedy","A group of high school students discover a hidden TV world called 'The Midnight Channel', an alternate reality infested with shadows that is being used to commit murder. After awakening to their Personas, the group decides to investigate.","https://m.media-amazon.com/images/M/MV5BOGY4YmQ3MTMtNmM4ZS00NGQyLTk4NzctZGE0Y2UwMTg4YTEzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",3003738,https://www.imdb.com/title/tt3003738/,24 min,PG-13,"58,594",5.7,Posters/3003738.jpg
Sôru îtâ,(2008–2009),"Animation,Action,Adventure","Set in the Shinigami technical school for weapon meisters, the series revolves around 3 duos. These pairs are a partnership between a weapon meister and a human weapon. Trying to reach a ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNTdiNTJmMzktZmE2MC00OWUxLWE1MjktMTdhN2Q1OWNlODY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1214085,https://www.imdb.com/title/tt1214085/,47 min,PG-13,"50,505",5.7,Posters/1214085.jpg
The Virtues,(2019),Drama,"Falling into despair after his nine-year-old son leaves for Australia with his ex, Joseph walks away from his present life and boards a boat for Ireland to confront painful memories from his childhood.","https://m.media-amazon.com/images/M/MV5BNGJhODE0ZjItY2ExMS00MGU2LTkwYjEtOTVkYTM3NzllMDVmXkEyXkFqcGdeQXVyMTQ4NjQyMzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",7186126,https://www.imdb.com/title/tt7186126/,116 min,R,"10,375",6.7,Posters/7186126.jpg
Manderlay,(2005),Drama,"A story of slavery, set in the southern U.S. in the 1930s.","https://m.media-amazon.com/images/M/MV5BMjE4MTgzMDM1OF5BMl5BanBnXkFtZTcwNjMyMDIzMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",342735,https://www.imdb.com/title/tt0342735/,30 min,R,"65,835",6.5,Posters/342735.jpg
Nowhereland,(2016),Drama,"A teenage girl, whose mother is at the end of her career as a sex escort, has to find a way to make money to support them both in Los Angeles.","https://m.media-amazon.com/images/M/MV5BNDcwYTExZjYtNzdhNy00MDlmLWJmY2ItZTRiNjUxYzZhZGExXkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3115906,https://www.imdb.com/title/tt3115906/,181 min,18,"6,541",7.1,Posters/3115906.jpg
The Tommyknockers,(1993),"Horror,Sci-Fi","The small town of Haven becomes a hot-bed of inventions all run by a strange green power device. The whole town is digging something up in the woods, and only an alcoholic poet can discover the secret of the Tommyknockers.","https://m.media-amazon.com/images/M/MV5BNmFkY2NjZmEtMDM3My00YzUxLWI5ZDUtMTUyN2ZmYTZlNjQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",106156,https://www.imdb.com/title/tt0106156/,108 min,R,"11,684",5.4,Posters/106156.jpg
The Informant!,(2009),"Biography,Comedy,Crime","The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.","https://m.media-amazon.com/images/M/MV5BMTMyODIxODg4MF5BMl5BanBnXkFtZTcwNTgyMzg5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1130080,https://www.imdb.com/title/tt1130080/,114 min,R,"12,938",7.4,Posters/1130080.jpg
Serebryanye konki,(2020),"Adventure,Drama,Family","Matvey, the fastest courier on the frozen canals of 19th century St. Peteresburg is recruited by a group of pickpockets working the winter markets.","https://m.media-amazon.com/images/M/MV5BNzg1ODA3MmUtMWRhNC00Y2U4LWFmODAtOTg2MjE3NGQ0N2U5XkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_QL75_UX280_CR0,3,280,414_.jpg",10525672,https://www.imdb.com/title/tt10525672/,94 min,R,"9,659",5.3,Posters/10525672.jpg
The Dentist,(1996),Horror,An extremely successful dentist goes off the deep end after he catches his wife cheating on him.,"https://m.media-amazon.com/images/M/MV5BYzk5ZTZlN2YtOTM2Yi00NTA3LTllNTgtMzFkNWYyOTczNWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",116075,https://www.imdb.com/title/tt0116075/,97 min,A,"10,309",7.4,Posters/116075.jpg
Confidence,(2003),"Crime,Thriller","Jake Vig is a consummate grifter about to pull his biggest con yet, one set to avenge his friend's murder. But his last scam backfired, leaving him indebted to a mob boss and his enforcer.","https://m.media-amazon.com/images/M/MV5BNGQ2OTc5OTgtZmU1My00OWRlLWJkMGEtNjMxY2E1NGE3Y2Q3XkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",310910,https://www.imdb.com/title/tt0310910/,-,R,"121,626",7.1,Posters/310910.jpg
Cadence,(1990),Drama,Charlie Sheen plays a rebellious inmate in an Army stockade.,"https://m.media-amazon.com/images/M/MV5BZDdiZjgwYzItNzE3Ny00YTk3LThlNjktN2I4MzMxYzVhNjhkXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_QL75_UX280_CR0,3,280,414_.jpg",101531,https://www.imdb.com/title/tt0101531/,21 min,R,"9,916",6.9,Posters/101531.jpg
Another Period,(2013–2018),"Comedy,History","A mockumentary-style period piece comedy that follows members of the wealthy Bellacourt family and their servants in early 20th-century Newport, Rhode Island.","https://m.media-amazon.com/images/M/MV5BYWIzNGU3YjQtZjVhMS00ZDk4LTllYzUtM2ZjZDQ2ZGIwMTg1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3593432,https://www.imdb.com/title/tt3593432/,93 min,Not Rated,"19,741",7.0,Posters/3593432.jpg
Playing by Heart,(1998),"Comedy,Drama,Romance",Eleven articulate people work through affairs of the heart in Los Angeles.,"https://m.media-amazon.com/images/M/MV5BOTMxYmVmZTgtZjc5Yi00N2VmLThmNGUtOGNiM2QwODJmMzY2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX280_CR0,3,280,414_.jpg",145734,https://www.imdb.com/title/tt0145734/,102 min,UA,"49,221",5.9,Posters/145734.jpg
The Duke,(2020),"Biography,Comedy,Crime","In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.","https://m.media-amazon.com/images/M/MV5BYmQwYTIzNTgtNDNjNS00MTM2LWJkZmQtNDEwMjJkYWJlOTBmXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",11204094,https://www.imdb.com/title/tt11204094/,116 min,13,"84,525",5.6,Posters/11204094.jpg
Upright,(2019– ),"Comedy,Drama","Two misfits, thrown together by chance in the middle of the Australian desert, forge bonds in a quest to transport a precious piano from one side of the country to the other.","https://m.media-amazon.com/images/M/MV5BNzk5ODJiOWUtMTBkNi00MTU4LWE5YmEtOGMxYmE3YTgwMDZlXkEyXkFqcGdeQXVyMTQyOTE3ODk1._V1_QL75_UX280_CR0,3,280,414_.jpg",8765446,https://www.imdb.com/title/tt8765446/,108 min,UA,"509,390",6.5,Posters/8765446.jpg
The Fan,(1996),"Action,Drama,Sport",An all star baseball player becomes the unhealthy focus of a down on his luck salesman.,"https://m.media-amazon.com/images/M/MV5BNjFlN2VjNjYtZDdjOS00ZGI3LTg1MWQtZTBhNmRjNDFiZDE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",116277,https://www.imdb.com/title/tt0116277/,85 min,R,"253,900",7.5,Posters/116277.jpg
