Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Looney Tunes Cartoons,(2019– ),"Animation,Short,Adventure","Bugs Bunny, Daffy Duck, Porky Pig and many other classic Looney Tunes characters have all new misadventures in this series inspired by their classic shorts. Most episodes consist of two full shorts and a brief mid-episode vignette.","https://m.media-amazon.com/images/M/MV5BMzQ2YzNhZjQtOGRlNS00OTQyLWE5NGEtYzRjZjcyMDU0MjAyXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",8543208,https://www.imdb.com/title/tt8543208/,12 min,NA,"1,628",8.0
The Rising Hawk,(2019),"Action,Drama,History",The Mongol Empire had grown to the largest the world had ever known. Its armies now laid siege to much of Eastern Europe. A small village fights for freedom in the frontier landscape of the Carpathian Mountains.,"https://m.media-amazon.com/images/M/MV5BOWMzZWI2MDgtZjJjZS00NzgwLTk1NGQtODhhNDYwNDQwNzExXkEyXkFqcGdeQXVyOTg2NzQ2OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7439064,https://www.imdb.com/title/tt7439064/,104 min,NA,"4,195",5.7
Clear History,(2013 TV Movie),Comedy,"A disgraced former marketing executive plots revenge against his former boss, who made billions from the electric car company they had started together.","https://m.media-amazon.com/images/M/MV5BMTQyMzc3MzQxN15BMl5BanBnXkFtZTgwOTE5OTkwMDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2279864,https://www.imdb.com/title/tt2279864/,101 min,NA,"18,929",6.5
Arizona Dream,(1993),"Comedy,Drama,Fantasy",A young New Yorker goes to Arizona where he finds freedom to both love and dream.,"https://m.media-amazon.com/images/M/MV5BNjViZTgwMGUtNTJkNS00Mjg1LTkwZWQtNTg1YWEyOWFhY2I0XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX280_CR0,3,280,414_.jpg",0106307,https://www.imdb.com/title/tt0106307/,142 min,UA,"44,767",7.2
Love in the Maldives,(2023 TV Movie),Romance,"A travel writer goes to the Maldives and hears about a legendary shipwreck. With the help of her underwater resort's guest experience expert, she might discover love instead of a buried treasure.","https://m.media-amazon.com/images/M/MV5BOTc4N2MwYjEtMTU4ZS00ODk4LTkzZDktNGYwZmRkOWMwOTZkXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",26938504,https://www.imdb.com/title/tt26938504/,84 min,NA,565,6.0
Legado en los huesos,(2019),"Crime,Thriller","Inspector Amaia Salazar returns to the Baztán's valley for a new case, and this time even her loved ones won't be safe.","https://m.media-amazon.com/images/M/MV5BMjAzYzUwYmQtNDg5ZC00ZDk5LTgwNmUtOGQwYzMzZmVmYzBkXkEyXkFqcGdeQXVyMzkwMTMxNDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",7304802,https://www.imdb.com/title/tt7304802/,121 min,18,"9,638",6.4
Z: The Beginning of Everything,(2015–2017),"Biography,Drama,History","The story of Zelda Sayre Fitzgerald, a brilliant and beautiful Southbern Belle who became the original flapper and icon of the wild, flamboyant Jazz Age.","https://m.media-amazon.com/images/M/MV5BNDYwNDI1OTc0MF5BMl5BanBnXkFtZTgwMzg2MzQ4MDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",4878612,https://www.imdb.com/title/tt4878612/,27 min,NA,"4,513",7.0
A Street Cat Named Bob,(2016),"Biography,Drama,Family","The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.","https://m.media-amazon.com/images/M/MV5BNzg4YzgwN2UtNjc3MS00Yzc5LTlmODEtYTRhYzZkZDUwZGY5XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3606888,https://www.imdb.com/title/tt3606888/,103 min,Not Rated,"32,626",7.3
Someone Like You...,(2001),"Comedy,Romance","After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.","https://m.media-amazon.com/images/M/MV5BOWE0NzI4YjUtY2NhNy00NWQ2LThiZTUtMDJjYWY5YTEzYTFiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,3,280,414_.jpg",0244970,https://www.imdb.com/title/tt0244970/,97 min,A,"26,999",6.0
The Gift,(2019–2021),"Drama,Fantasy,Mystery",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,"https://m.media-amazon.com/images/M/MV5BMmVkYjdiYmItNWI4Ny00Mjk5LWFkZTUtYjE0YzEwZTE2MGQyXkEyXkFqcGdeQXVyOTQ1Mzg0Mzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",10075318,https://www.imdb.com/title/tt10075318/,40 min,16,"23,231",7.0
Copper,(2012–2013),"Action,Drama","In the 1860s, an Irish-American Civil War veteran joins the New York City police force.","https://m.media-amazon.com/images/M/MV5BMTUyMjE2MDIxOV5BMl5BanBnXkFtZTcwMzE2MDE5Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2006374,https://www.imdb.com/title/tt2006374/,42 min,NA,"10,802",7.5
Shattered,(1991),"Crime,Drama,Mystery","After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.","https://m.media-amazon.com/images/M/MV5BMTkwYzAzZDgtMGNkNC00OTFiLWI4ZTEtZmMwNjIzM2Q0OWQ1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0102900,https://www.imdb.com/title/tt0102900/,98 min,R,"10,793",6.5
Clifford,(1994),Comedy,"A bratty 10-year-old boy is obsessed with visiting a dinosaur-themed amusement park. His uptight uncle takes the wily tyke in for a week, and barely lives to regret it.","https://m.media-amazon.com/images/M/MV5BODAwYzRlODEtMmE4Yy00NDQ2LWFlYTAtODk3OTIzZDJjNjU2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0109447,https://www.imdb.com/title/tt0109447/,90 min,NA,"8,120",5.4
Housebound,(2014),"Comedy,Horror,Mystery","A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.","https://m.media-amazon.com/images/M/MV5BMTUxNTA5NTAzM15BMl5BanBnXkFtZTgwODE2NDkyMjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3504048,https://www.imdb.com/title/tt3504048/,107 min,NA,"36,539",6.7
Fantastic Beasts and Where to Find Them: Newt,(2017 Video),Short,"A new take on the magical Harry Potter universe staring newt, a wizard carrying a case full of magical creatures.","https://m.media-amazon.com/images/M/MV5BOWU1MGVjMGEtMWQ5MS00NmYxLThkMjAtOTFjMjQ4N2I1NDA1XkEyXkFqcGdeQXVyODA1NjQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",7467858,https://www.imdb.com/title/tt7467858/,-,NA,"34,448",7.2
Jack Frost,(1998),"Comedy,Drama,Family","A father who can't keep his promises is killed in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever.","https://m.media-amazon.com/images/M/MV5BODNmYTQ2YWUtZjMxOS00NzM0LTgyZDQtM2ZmNDVjODlhMzdlXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_QL75_UX280_CR0,3,280,414_.jpg",0141109,https://www.imdb.com/title/tt0141109/,101 min,U,"38,660",5.4
Freaks of Nature,(2015),"Comedy,Horror,Sci-Fi","In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of the visitors.","https://m.media-amazon.com/images/M/MV5BMTk2MTMyMTEzN15BMl5BanBnXkFtZTgwNTE0MDYwNzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1817771,https://www.imdb.com/title/tt1817771/,92 min,R,"12,901",5.9
Charter,(2020),Drama,"After a divorce, Alice hasn't seen her children in two months as she awaits a custody verdict. When her son calls her in the middle of the night, Alice takes action, abducting the children on an illicit charter trip to the Canary Islands.","https://m.media-amazon.com/images/M/MV5BNDlmYzJhZjQtYWQxZi00NWY4LTlmZmEtYTM5MWQzZTVmZmE0XkEyXkFqcGdeQXVyMTEyNzI4ODY3._V1_QL75_UX280_CR0,3,280,414_.jpg",9850050,https://www.imdb.com/title/tt9850050/,94 min,NA,"1,400",6.2
School of Life,(2005 TV Movie),"Comedy,Drama,Family",A new teacher squares off against his crusty competitor for a teacher of the year award.,"https://m.media-amazon.com/images/M/MV5BY2ViNTEyOWItMzIyOC00Yzc1LWI4ZjQtZjI0ZWRlNzZhNWNmXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0340331,https://www.imdb.com/title/tt0340331/,111 min,PG,"5,989",6.4
Class of 1999,(1990),"Action,Horror,Sci-Fi","Three ex-military robots are reprogrammed as teachers and secretly placed in a school where most students are part of organized gangs. They begin to respond violently to unruly students, and their military training starts to take over.","https://m.media-amazon.com/images/M/MV5BNWE5MzAwMjQtNzI1YS00YjZhLTkxNDItM2JjNjM3ZjI5NzBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0099277,https://www.imdb.com/title/tt0099277/,99 min,NA,"8,201",5.9
Sherlock Gnomes,(2018),"Animation,Adventure,Comedy","Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.","https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",2296777,https://www.imdb.com/title/tt2296777/,86 min,UA,"13,314",5.2
The Hollars,(2016),"Comedy,Drama,Romance",A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,"https://m.media-amazon.com/images/M/MV5BMTUyODk3ODUyMV5BMl5BanBnXkFtZTgwMDQ4NjI0OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3714720,https://www.imdb.com/title/tt3714720/,88 min,PG-13,"13,670",6.6
Miracle on 34th Street,(1994),"Drama,Family,Fantasy",A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,"https://m.media-amazon.com/images/M/MV5BZjk3M2UyN2YtNmQ1MS00MWI3LWEzNGMtYTRkM2E5MWNjOWJjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0110527,https://www.imdb.com/title/tt0110527/,114 min,U,"40,432",6.6
Jingle Bell Princess,(2021 TV Movie),Romance,"Through a series of mishaps, sophisticated Princess Amelia is stranded in the small town of Tucker, Maine. There she becomes an ""ordinary"" guest of the unsuspecting Cutler family.","https://m.media-amazon.com/images/M/MV5BNTE0NWZjODktN2I5My00YjFhLTkzNDEtOTkxZmYwNWJhMjIzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",16343836,https://www.imdb.com/title/tt16343836/,90 min,NA,"1,008",6.5
Sammy's avonturen: De geheime doorgang,(2010),"Animation,Adventure,Family","A sea turtle, who was hatched in 1959, spends the next fifty years travelling the world, while it is being changed by global warming.","https://m.media-amazon.com/images/M/MV5BYzliYTFmODUtMGQ1Ny00MGY2LTkwMTUtZjZkOGJhYTVhNzg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",1230204,https://www.imdb.com/title/tt1230204/,88 min,PG,"7,808",6.0
Bone Cold,(2022),Thriller,"An experienced Black Ops sniper attempts a nightmarish escape after a failed mission, tracked by enemy soldiers hellbent on revenge, and hunted by something sinister and monstrous, hungry and determined.","https://m.media-amazon.com/images/M/MV5BNDYwOTA4ZDUtMzRhNi00OGUyLWIwZTMtODMwMDU4ZDkxMTIwXkEyXkFqcGdeQXVyMTI0NzY5NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",9658288,https://www.imdb.com/title/tt9658288/,109 min,NA,41,7.0
Joseph and the Amazing Technicolor Dreamcoat,(1999 Video),Musical,A humorously musical retelling of the Biblical story of Joseph.,"https://m.media-amazon.com/images/M/MV5BNzI5NWViZDUtNjAzYS00MzJjLWJjMTgtMzMwMmNlZDhkMDcwXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0175790,https://www.imdb.com/title/tt0175790/,76 min,NA,"4,825",7.3
Animal Crackers,(2017),"Animation,Adventure,Comedy",A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.,"https://m.media-amazon.com/images/M/MV5BMTBlNWViOGUtMjE2Ni00M2M2LWE4ZWItYzlkYjUzMTNlOWM4XkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX280_CR0,3,280,414_.jpg",4155534,https://www.imdb.com/title/tt4155534/,105 min,PG,"3,756",5.8
Exit Wounds,(2001),"Action,Crime,Thriller","Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.","https://m.media-amazon.com/images/M/MV5BYWM0NGUwMTctNzVmYi00Y2RmLTljNWUtZWI2YWFhODczMTBiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,3,280,414_.jpg",0242445,https://www.imdb.com/title/tt0242445/,101 min,R,"36,278",5.6
Tromperie,(2021),Drama,"An American novelist living for a time in London converses with his wife, his mistress, and other female characters he may have dreamed up.","https://m.media-amazon.com/images/M/MV5BYjM3NGMzYTMtNzQwYS00Yzc0LTkzNDYtYjFlM2Q2MDY0M2E5XkEyXkFqcGdeQXVyMTk5MTg1OTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",13613056,https://www.imdb.com/title/tt13613056/,105 min,NA,"1,298",5.6
The Thin Blue Line,(1995–1996),"Comedy,Crime","Various mishaps at a police station in an English town. The main character is the anachronistic, yet charming and funny Inspector Fowler. CID foil to Fowler, Inspector Grim is a bumbling, seething idiot.","https://m.media-amazon.com/images/M/MV5BNDk1OTcwMzEtMzNjZi00MGEwLTkxYzctNWE5ODI3MzhmN2U0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0112194,https://www.imdb.com/title/tt0112194/,30 min,NA,"7,517",7.5
Darby and the Dead,(2022),"Comedy,Drama,Fantasy","Follows Darby Harper, who is granted the ability to see ghosts after suffering a near death experience in her childhood. Then, she runs a side business counseling local spirits in her spare time.","https://m.media-amazon.com/images/M/MV5BNDIzMzE0NGUtZGVmYy00MzYxLTlhOWEtYmY1MTE3ZjEwZTUwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",15745226,https://www.imdb.com/title/tt15745226/,100 min,UA 13+,"1,454",5.6
Blaze and the Monster Machines,(2014–2023),"Animation,Action,Adventure","A monster truck and his human driver go on adventures together while learning about science, technology, engineering and math.","https://m.media-amazon.com/images/M/MV5BMzk4ODgwZjctMTAzOC00NDAxLWFkOWYtYTk4ZWViODcxNTMzXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",4458594,https://www.imdb.com/title/tt4458594/,22 min,NA,"1,002",5.7
Summer Camp Island,(2018–2023),"Animation,Short,Adventure",Two best friends go to a magic sleep-away camp where nothing is what it seems.,"https://m.media-amazon.com/images/M/MV5BM2ZiYzQ5YjItZDQ3OC00Zjc4LWE2ZDgtYzFhYTA3MTY3MGVkXkEyXkFqcGdeQXVyODQzMjA3OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",8146760,https://www.imdb.com/title/tt8146760/,-,NA,"1,740",7.8
Two Hands,(1999),"Comedy,Crime,Thriller",A 19 year old finds himself in debt to a local gangster when some gang loot disappears and sets him on the run from thugs. Meanwhile two street kids start a shopping spree when they find the missing money.,"https://m.media-amazon.com/images/M/MV5BYmNkNjIxMTAtMjdlYS00MTNmLWEzYjYtNmVmZTIxMTdkMzhmXkEyXkFqcGdeQXVyNjU1MDU2MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0145547,https://www.imdb.com/title/tt0145547/,103 min,R,"13,235",7.0
Suffragette,(2015),"Drama,History","In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end.","https://m.media-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3077214,https://www.imdb.com/title/tt3077214/,106 min,PG-13,"43,530",6.9
The Little Mermaid: Ariel's Beginning,(2008 Video),"Animation,Adventure,Comedy","In the kingdom of Atlantica where music is forbidden, the youngest daughter of King Triton, named Ariel, discovers her love of an underground music club and sets off to a daring adventure to bring restoration of music back to Atlantica.","https://m.media-amazon.com/images/M/MV5BMWViYmRlNmEtM2Q3OS00N2Q5LTg3NTMtZDRlMWExODIxOTc5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0969647,https://www.imdb.com/title/tt0969647/,77 min,G,"10,785",6.1
B Positive,(2020–2022),"Comedy,Drama","Newly divorced dad Drew faces finding a kidney donor and is at the end of his rope and his hope when he runs into Gina, a rough-around-the edges woman from his past who volunteers her own.","https://m.media-amazon.com/images/M/MV5BOTg4YzM2OTUtZGE0OC00MDk1LWEyZjQtNjhiYzYyNTk2NWJjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",11839500,https://www.imdb.com/title/tt11839500/,22 min,NA,"3,359",6.3
Tall Tale,(1995),"Adventure,Family,Fantasy","A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.","https://m.media-amazon.com/images/M/MV5BNDA4NmY0YWYtMDg2My00YzJiLTkyYTQtYjNkMWMwNmQ5ZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0111359,https://www.imdb.com/title/tt0111359/,96 min,NA,"4,068",5.9
Dolly Parton's Coat of Many Colors,(2015 TV Movie),"Drama,Family,Musical","Discover the magic and warmth of Dolly Parton’s Coat of Many Colors, based on the inspiring story of living legend Dolly Parton’s remarkable upbringing in rural Tennessee.","https://m.media-amazon.com/images/M/MV5BMTQ1MjAyODIxOF5BMl5BanBnXkFtZTgwNjUyMjY0NzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4767274,https://www.imdb.com/title/tt4767274/,81 min,NA,"2,140",7.7
Powder Blue,(2009),Drama,"Four Los Angelenos, a mortician, an ex-con, a suicidal ex-priest, and a stripper, are brought together on Christmas Eve by a mixture of circumstances.","https://m.media-amazon.com/images/M/MV5BNzYyOTBkOWYtMDBkNS00OWMxLTg0ZDgtMTNmYWM5OTIzYjdmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MTcwOTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",1032819,https://www.imdb.com/title/tt1032819/,106 min,R,"15,073",6.2
Ned and Stacey,(1995–2017),Comedy,"Ned and Stacey get married one week after they meet. He marries her to get a promotion. She marries him because she can't find a place to live and likes his apartment. She hates his ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMWEyMTRmNWEtYTY4Ny00YjZkLWJkNjctODFjOTUyN2RjNWYyXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_QL75_UX280_CR0,3,280,414_.jpg",0112093,https://www.imdb.com/title/tt0112093/,30 min,NA,"1,848",7.0
North Shore,(2004–2005),"Drama,Romance","Intrigue abounds at the Grand Waimea Hotel, an exclusive Hawaiian escape for the wealthy, powerful and beautiful. Hawaiian-born Jason Matthews runs the hotel as the assistant manager and ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNWIzNjQwZDYtMjJjZS00ODc0LWFiZGQtMWY4ZWNjNWE1Y2Q2XkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UX280_CR0,3,280,414_.jpg",0409594,https://www.imdb.com/title/tt0409594/,60 min,NA,"1,125",6.7
The Temptations,(1998),"Biography,Drama,Music","Biography of the singers who formed the hit Motown musical act, The Temptations.","https://m.media-amazon.com/images/M/MV5BMjY1MjNjYmQtNDY3Zi00ZGZhLTljMzUtMmZlYzk1MDA2NjlkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0164292,https://www.imdb.com/title/tt0164292/,175 min,NA,"4,985",8.4
Injustice 2,(2017 Video Game),"Action,Adventure,Fantasy","Following the end of Superman's totalitarian reign over the Earth, Batman and his allies attempt to piece the world back together only to be faced with a new threat that will cause them to do the unthinkable.","https://m.media-amazon.com/images/M/MV5BMTU4MDE3NjItZWY3ZS00NDhkLThhYjYtMjBmM2RmNTFhMmJhXkEyXkFqcGdeQXVyNTQ2MjM5MTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",5769154,https://www.imdb.com/title/tt5769154/,-,NA,"4,513",8.5
The Greasy Strangler,(2016),"Comedy,Horror","Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.","https://m.media-amazon.com/images/M/MV5BMjAyMzkwMzc0M15BMl5BanBnXkFtZTgwMTQwMDg2OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4381236,https://www.imdb.com/title/tt4381236/,93 min,NA,"8,089",5.7
8 femmes,(2002),"Comedy,Crime,Musical","One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!","https://m.media-amazon.com/images/M/MV5BMTJkYTg4N2MtMzcwMy00ZjFiLWFlNzItMmJhMTllZjI2YjRlXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0283832,https://www.imdb.com/title/tt0283832/,111 min,R,"33,456",7.0
Das Experiment,(2001),"Drama,Thriller","For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","https://m.media-amazon.com/images/M/MV5BMTAwOTI3MDQ3MDVeQTJeQWpwZ15BbWU2MDgxODM0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0250258,https://www.imdb.com/title/tt0250258/,120 min,R,"95,094",7.7
Impact,(2009),"Action,Adventure,Drama","A luminary crashes on the moon, causing to change its orbit and head straight toward Earth. With less than 40 days, scientists become in a desperate race to launch a lunar mission that will save both planets from mutual destruction","https://m.media-amazon.com/images/M/MV5BMTM1MDY4NjM5N15BMl5BanBnXkFtZTcwMzc3NTY1Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1227637,https://www.imdb.com/title/tt1227637/,187 min,NA,"3,482",5.5
Thirteen,(2016),"Crime,Drama,Mystery","26-year-old Ivy Moxam steps out of an ordinary house, on an ordinary street, on an ordinary day. Ivy hasn't been seen for thirteen years; she was kidnapped in 2003 at the age of thirteen.","https://m.media-amazon.com/images/M/MV5BMDViN2VlZWMtMThmMy00OGEwLTllMjgtODQzNTJmZWEzNGM1XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",5159916,https://www.imdb.com/title/tt5159916/,60 min,NA,"8,858",7.2
The Hot Zone,(2019– ),"Drama,History,Sci-Fi",The frightening spread of the Ebolavirus (season 1) and anthrax (season 2).,"https://m.media-amazon.com/images/M/MV5BYzU5OWNmZjktYTJiOC00MTc4LThkMzQtODdmNTRjNmVmMWQwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",4131818,https://www.imdb.com/title/tt4131818/,45 min,NA,"9,449",7.3
Coming Home in the Dark,(2021),"Crime,Horror,Thriller",A schoolteacher is forced to confront a brutal act from his past when a pair of ruthless drifters take his family and him on a nightmare road trip.,"https://m.media-amazon.com/images/M/MV5BNTk3NGNiMDYtOTlkZS00OTBlLWI1MzItMWUyNTE5YzU5OGFkXkEyXkFqcGdeQXVyMjc0MTQ5NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6874762,https://www.imdb.com/title/tt6874762/,93 min,NA,"6,839",5.7
La chimera,(2023),"Adventure,Comedy,Fantasy",A group of archaeologists and the black market of historical artifacts.,"https://m.media-amazon.com/images/M/MV5BMzFlZTNiMjItYjQ0Yy00ZGRhLWFkNjAtYjkxMTFjNTg3OWNiXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",14561712,https://www.imdb.com/title/tt14561712/,130 min,NA,95,7.2
A Guy Thing,(2003),"Comedy,Romance",A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,"https://m.media-amazon.com/images/M/MV5BMTMxOTg3MDczMl5BMl5BanBnXkFtZTcwNzU5MTkzNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0295289,https://www.imdb.com/title/tt0295289/,101 min,PG-13,"17,882",5.6
"Mektoub, My Love: Canto Uno",(2017),"Comedy,Romance","A teen boy comes back to his hometown during summer vacation in 1994, searching for love.","https://m.media-amazon.com/images/M/MV5BZTliZGVkYWEtYzUyYi00YjkzLWFkNWUtMTJiYTNiNzE0ZTgzXkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",6121444,https://www.imdb.com/title/tt6121444/,181 min,NA,"3,838",6.5
Faraway Eyes,(2020),"Comedy,Fantasy,Romance",A dark fantasy-comedy about the meaning of love in the afterlife.,"https://m.media-amazon.com/images/M/MV5BMjUxOGM5NzMtNjBkYi00ZjY5LThiZGMtODVhNDNlOTBjZDlmXkEyXkFqcGdeQXVyOTU3MjY5Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7401840,https://www.imdb.com/title/tt7401840/,121 min,NA,"1,125",5.0
Mary Kills People,(2017–2019),Drama,"Single mother Mary Harris is an ER doctor by day, but by night she and her partner, a former plastic surgeon, moonlight as underground angels of death who help terminally ill patients slip away on their own terms.","https://m.media-amazon.com/images/M/MV5BOTgxNjIxNWItYzQzNy00YmQzLThiOWMtMzE3NDMyOGE1MTU5XkEyXkFqcGdeQXVyNTk0NTc1NDA@._V1_QL75_UX280_CR0,3,280,414_.jpg",6236572,https://www.imdb.com/title/tt6236572/,44 min,NA,"4,463",7.5
The Birth of a Nation,(2016),"Biography,Drama,History","Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.","https://m.media-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4196450,https://www.imdb.com/title/tt4196450/,120 min,R,"21,532",6.5
The Wrong Wife,(2019),Drama,Lexi has been keeping a steamy and erotic secret from Kyle for a long period of time. Sexual passion drives the human soul as she reluctantly reveals the details of her sexy indiscretions.,"https://m.media-amazon.com/images/M/MV5BYjgzZmIxNjEtNTgzOS00NGNjLTliMGUtNmQxNDY1M2MzZjY0XkEyXkFqcGdeQXVyMjA5ODk2NzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",11005780,https://www.imdb.com/title/tt11005780/,-,NA,74,6.5
